customer_id,customer_name,email,data_usage,plan_type,signup_date,total_data_usage,customer_status,last_update,phone_home,phone_mobile
605,Customer_605,customer605@example.com,72.86,Standard,2043-09-13,333GB,Inactive,2027-06-06,3949004006,9870422281
606,Customer_606,customer606@example.com,85.84,Standard,2043-09-28,995GB,Active,2027-06-08,2918447985,2386693797
607,Customer_607,customer607@example.com,93.72,Premium,2043-10-13,986GB,Active,2027-06-10,3695971294,9074906372
608,Customer_608,customer608@example.com,84.05,Basic,2043-10-28,426GB,Inactive,2027-06-12,7210248065,8516998591
609,Customer_609,customer609@example.com,80.93,Basic,2043-11-12,215GB,Inactive,2027-06-14,9354156298,3987918097
610,Customer_610,customer610@example.com,99.69,Premium,2043-11-27,819GB,Active,2027-06-16,9265007504,9930666128
611,Customer_611,customer611@example.com,47.61,Basic,2043-12-12,128GB,Active,2027-06-18,9272643460,7460471326
612,Customer_612,customer612@example.com,16.16,Standard,2043-12-27,374GB,Inactive,2027-06-20,5806641155,9678127220
613,Customer_613,customer613@example.com,67.43,Basic,2044-01-11,861GB,Inactive,2027-06-22,4449932400,8159322068
614,Customer_614,customer614@example.com,91.34,Standard,2044-01-26,946GB,Inactive,2027-06-24,7188421412,9571529060
615,Customer_615,customer615@example.com,56.61,Premium,2044-02-10,949GB,Active,2027-06-26,7498079627,5067414532
616,Customer_616,customer616@example.com,81.38,Premium,2044-02-25,791GB,Inactive,2027-06-28,9692147594,4632890909
617,Customer_617,customer617@example.com,50.57,Standard,2044-03-11,838GB,Inactive,2027-06-30,2858855873,5539476569
618,Customer_618,customer618@example.com,35.16,Premium,2044-03-26,608GB,Inactive,2027-07-02,2008508636,7388941312
619,Customer_619,customer619@example.com,18.11,Standard,2044-04-10,636GB,Active,2027-07-04,3869664369,6779457687
620,Customer_620,customer620@example.com,69.13,Premium,2044-04-25,144GB,Inactive,2027-07-06,5368722684,3219729453
621,Customer_621,customer621@example.com,84.66,Premium,2044-05-10,144GB,Inactive,2027-07-08,6808784051,9681262528
622,Customer_622,customer622@example.com,21.44,Standard,2044-05-25,983GB,Active,2027-07-10,2512296922,8523008979
623,Customer_623,customer623@example.com,39.26,Basic,2044-06-09,187GB,Inactive,2027-07-12,4103033871,1914807265
624,Customer_624,customer624@example.com,79.14,Basic,2044-06-24,329GB,Active,2027-07-14,9525414621,3360686959
625,Customer_625,customer625@example.com,27.07,Premium,2044-07-09,307GB,Active,2027-07-16,8935978662,9778259938
626,Customer_626,customer626@example.com,45.44,Basic,2044-07-24,485GB,Inactive,2027-07-18,1303323734,1306285757
627,Customer_627,customer627@example.com,21.71,Premium,2044-08-08,480GB,Inactive,2027-07-20,3099148494,1257211809
628,Customer_628,customer628@example.com,4.72,Premium,2044-08-23,435GB,Active,2027-07-22,3631846416,8726944863
629,Customer_629,customer629@example.com,53.63,Standard,2044-09-07,523GB,Inactive,2027-07-24,9508670561,1544498488
630,Customer_630,customer630@example.com,65.3,Standard,2044-09-22,244GB,Active,2027-07-26,8638259813,6564727701
631,Customer_631,customer631@example.com,69.37,Basic,2044-10-07,923GB,Active,2027-07-28,3640462123,8981742743
632,Customer_632,customer632@example.com,55.56,Basic,2044-10-22,836GB,Inactive,2027-07-30,7277757652,8673988344
633,Customer_633,customer633@example.com,6.32,Premium,2044-11-06,170GB,Inactive,2027-08-01,9111800113,2588306450
635,Customer_635,customer635@example.com,2.65,Basic,2044-12-06,168GB,Inactive,2027-08-05,4240819394,4874827126
636,Customer_636,customer636@example.com,85.22,Basic,2044-12-21,889GB,Inactive,2027-08-07,1254597393,9658672415
637,Customer_637,customer637@example.com,12.96,Basic,2045-01-05,709GB,Active,2027-08-09,8392005518,4575032504
638,Customer_638,customer638@example.com,44.98,Basic,2045-01-20,682GB,Inactive,2027-08-11,6275177886,6997656591
639,Customer_639,customer639@example.com,61.77,Standard,2045-02-04,178GB,Active,2027-08-13,5866431060,5252008722
640,Customer_640,customer640@example.com,23.08,Premium,2045-02-19,836GB,Active,2027-08-15,4191227932,2972269434
641,Customer_641,customer641@example.com,40.6,Standard,2045-03-06,557GB,Inactive,2027-08-17,1330704027,7312878843
642,Customer_642,customer642@example.com,68.21,Standard,2045-03-21,751GB,Active,2027-08-19,6107878933,2836692013
643,Customer_643,customer643@example.com,40.96,Basic,2045-04-05,357GB,Inactive,2027-08-21,7177032390,7561980206
644,Customer_644,customer644@example.com,18.92,Basic,2045-04-20,128GB,Active,2027-08-23,2219400265,3357738938
645,Customer_645,customer645@example.com,33.87,Premium,2045-05-05,378GB,Active,2027-08-25,6126148237,4027030759
646,Customer_646,customer646@example.com,84.26,Premium,2045-05-20,210GB,Inactive,2027-08-27,3546148176,5016947168
647,Customer_647,customer647@example.com,47.72,Standard,2045-06-04,990GB,Inactive,2027-08-29,3343469499,6253127324
648,Customer_648,customer648@example.com,81.68,Standard,2045-06-19,834GB,Active,2027-08-31,6747861625,9215974852
649,Customer_649,customer649@example.com,49.3,Basic,2045-07-04,585GB,Active,2027-09-02,1278689207,1085386239
650,Customer_650,customer650@example.com,51.94,Premium,2045-07-19,840GB,Inactive,2027-09-04,9530620636,4645876141
651,Customer_651,customer651@example.com,14.05,Basic,2045-08-03,201GB,Active,2027-09-06,4561754418,4062718612
652,Customer_652,customer652@example.com,59.71,Standard,2045-08-18,623GB,Active,2027-09-08,6472228394,4255426834
653,Customer_653,customer653@example.com,17.67,Standard,2045-09-02,364GB,Active,2027-09-10,9817867945,6270483543
654,Customer_654,customer654@example.com,56.02,Basic,2045-09-17,954GB,Active,2027-09-12,7028393263,8945831477
655,Customer_655,customer655@example.com,6.66,Basic,2045-10-02,973GB,Inactive,2027-09-14,5609366744,9926206937
